gene	rank
LENG1	1.073235962833
SSNA1	1.07305529905877
HDDC3	1.07260351045908
VWA1	1.07252754391354
ACVRL1	1.07252434843284
ITFG2	1.07212350275691
MAGOHB	1.07187823000632
ARID5A	1.07141305027778
MYH7B	1.07006772657562
ST8SIA3	1.06998625338305
HMSD	1.06958851939167
SAT2	1.06950811703875
TLCD1	1.0694283394945
BCL3	1.06926890489073
GZMK	1.06923018654087
PGPEP1	1.06823344217751
MRPL14	1.06804987705694
PRRX2	1.06743385769953
SUGP2	1.06689080807451
NDUFB11	1.06679433378929
ZMAT5	1.06634927664291
UPK3BL1	1.06595083715982
RPL13A	1.06565213564321
CUTA	1.06558078405123
PRORSD1P	1.06539927536584
MED16	1.06510857900472
LILRA2	1.06466225688646
TMEM276	1.06402974715062
LAMB2	1.06401278262777
ZFAND2B	1.06356827520524
SRRT	1.06264074768024
SSR4	1.06219376488403
MYH14	1.06213688756248
DNASE1L2	1.06212523612855
CCR7	1.06191909063396
IGFBP4	1.0605780961063
H2BC5	1.06008554221178
GRAP	1.05924838879322
DNPH1	1.05904213364002
ZMYND10	1.05841788860044
ABHD17A	1.05789572064659
NR1H3	1.05744762025046
SRPK3	1.05731720130954
SPACA6	1.05696449104174
CRYAB	1.05663679165619
ANKRD65	1.05576795165642
SHARPIN	1.05428952980959
METTL16	1.05423821932047
CLEC11A	1.05420069441649
ARHGEF19	1.05368547040799
TRBC2	1.0535682148456
CDKN2A	1.05340045825705
JMJD6	1.05294945527361
ARC	1.05237918240081
RNF157	1.05214768669568
MISP3	1.05077686753271
COMMD6	1.05076588607461
WDR46	1.05073939396476
NDUFA13	1.0505591256152
CRIP1	1.05053267262317
LYG1	1.05002534134173
RPL38	1.04931709031376
SHISA5	1.04834197728279
RPL23AP1	1.04824301973525
CADM4	1.04820480120934
RPL35	1.04808704578692
PPIB	1.04783176035689
PLAC8	1.04758512076003
CCS	1.04756422582055
FN1	1.047440903905
IMPDH2	1.04717588869455
GDA	1.04680283425362
CSRNP1	1.04678384790509
PRPF8	1.04598850519202
BBLN	1.04596489856916
RBBP8	1.04581365781428
SKIC2	1.04521460025604
PSMB3	1.04510405602132
VAMP8	1.04400480930607
SEPTIN1	1.04372401160975
PRELID1P1	1.04242680791742
RPS3AP26	1.04162908130881
CORO1A	1.04145397559947
COPS9	1.04119121137729
TSSC4	1.04091036844715
NOP53	1.04039102426762
PDGFRB	1.04017424727644
MPG	1.03999621958418
POLR2L	1.03953621962264
HSPA8P8	1.03911838690847
UTS2R	1.03862414233962
HCFC1R1	1.03859261530067
ACP6	1.0371498534873
PKIG	1.03711325582466
OFD1	1.03684257131449
ANGPTL5	1.03596950488429
C17orf49	1.0354818748921
CCDC12	1.03544807568933
CDC26	1.03544342442346
RPS9	1.03536272438662
SLC52A2	1.03501046542606
OR2H2	1.03442338918856
SH3BGR	1.03360042750125
HIGD1B	1.03338626584189
PBX4	1.03272874547184
ZGLP1	1.03269250933395
MRPL52	1.0311269255865
CIDEA	1.03111727164881
TRAF3IP3	1.03094717086428
GOLGA8T	1.0301820912477
REM1	1.02969608321913
LRP5	1.0296700442153
TMPRSS5	1.0293172420154
SLC9A1	1.02884283386514
TP73	1.02820327333827
TOMM7	1.02819356209587
C17orf67	1.02807007886865
ALG8	1.0279585804934
S100A6	1.02754342482888
CAMK1	1.02675123506635
CUL7	1.02592306451194
RPL18	1.02553427444379
SLC6A13	1.02534198613323
MICOS13	1.02471996227098
TMEM176B	1.02467331051883
IFI6	1.02444220509202
DNLZ	1.02443970932874
PTPN2	1.02411093019485
AVPI1	1.02391121128953
LDLR	1.02223028021249
PGLS	1.0221164360734
DNAH12	1.02207927312732
CH25H	1.02155072978965
VPS16	1.02155065574788
RGS19	1.0213862671404
LOXL3	1.02105822112245
HLA-DQB2	1.02102284892329
RPL37	1.02029134376985
ZNF414	1.01962586574767
MGMT	1.01961023467349
COPE	1.01938417690594
NINJ1	1.0178201407317
NDUFS5	1.01728358736304
LCTL	1.01689376224358
TENT5B	1.01649699769467
TNIP2	1.01646964686066
MZT2B	1.0156000408359
RAC2	1.01558045405799
TMEM258	1.01554158013118
NUDT8	1.01460069514851
FOXD1	1.01454441641523
RPS2	1.014327487413
RPL23A	1.01423731713773
PSMB9	1.01384047491611
PCGF2	1.01379688253612
ECSIT	1.01329284003427
C17orf99	1.01316290096274
ARL2	1.01250564507121
RPS29	1.01202769220215
PPP1R14A	1.01165561729923
OVCA2	1.0112210085032
PPP1R35	1.01108872946384
IFI30	1.01086907483223
RAD54B	1.00977247558517
BLOC1S1	1.0097092413922
POLD2	1.00967967731288
EXOSC10	1.00946359719154
HINT2	1.00944025757315
TAX1BP3	1.00890045757721
DENND2D	1.00828702658082
BDKRB1	1.00729689871668
LUM	1.00700406946985
TRIR	1.0066471384133
CRELD2	1.00592734923437
VKORC1	1.00571661206651
ENKD1	1.00534787288215
SNAI1	1.00531772637488
RPS20	1.00528932956418
LHPP	1.00494016656235
GMFG	1.00485191433332
NANOS3	1.00449752968874
TSR3	1.00374496552962
COA3	1.00309272512674
ARHGAP9	1.00276332044522
UBALD1	1.00172938343853
R3HCC1L	1.00164206261436
ATOX1	1.00090419831776
MRPS26	1.00062921407647
NFKBIE	1.0005859785965
LAMTOR2	1.00015178064826
CBR3	0.999955229702738
CITED4	0.99974084478967
TMEM234	0.999693371834605
FITM1	0.999359224380756
DTNBP1	0.998453904706894
KCNA5	0.998236738436656
REX1BD	0.997858682122416
OSM	0.997815816560997
ATG101	0.997781784894244
FTL	0.997054384965759
THAP4	0.997013322575193
CCDC201	0.996680783063271
POP5	0.994649669817513
MRPL51	0.994577905726016
HOMER3	0.994061468080026
RPL9	0.993827899012334
UBXN1	0.993656215254719
CNPY2	0.993499968848603
URGCP-MRPS24	0.993453293536004
GNL2	0.992855966076244
MRPL12	0.99245558688784
TBX6	0.992068240865735
SH3PXD2B	0.99200811082689
WASH8P	0.991992137245061
AATF	0.991714487422621
SPR	0.990579923244038
EGLN2	0.990168460692769
RAB3IL1	0.99011735794677
LGALS3	0.989255714287129
KLKB1	0.989201430866102
CTU2	0.988960800765347
ADORA2A	0.988880491522916
SMOX	0.988014106600702
EIF3C	0.987465518844663
NUP205	0.98731290408592
MFSD3	0.987173249478882
MXRA8	0.986597242023212
MMP19	0.986479932439788
MRPL23	0.985092599337791
PFDN5	0.985082961209466
CEACAM21	0.984954107465336
ORMDL2	0.984843187501841
CALCA	0.984658129885265
NFKBIL1	0.984603418935629
FURIN	0.984363507702057
CIB1	0.984100207135557
SMIM5	0.983142033120124
ITGAE	0.982621384479202
ZNF581	0.982394453480971
CDKN1A	0.98233776113288
SELENOO	0.982305043248106
SDR39U1	0.981735305732162
MRPL27	0.98162842113378
CD320	0.981440250865241
COX7A1	0.980740110326538
FASTKD1	0.980669429410715
HLA-B	0.980315429256457
PPP1R16A	0.979557408347075
SOX15	0.979521828377582
FAM50A	0.979400940920411
FAU	0.979193701569491
COMT	0.979182713028503
TNFRSF8	0.978097069241647
HLA-DOB	0.977943647153248
NDUFA11	0.977330056644964
ERGIC3	0.977119470064972
PAMR1	0.976197544539463
NUPR2	0.976083490794128
LUC7L	0.976071923512023
OCEL1	0.975372365473561
MYDGF	0.974777448972196
IFI35	0.974069207019909
PIR	0.973930808454217
GNGT2	0.973928900238668
NVL	0.97384336792786
RASGEF1C	0.97348593133815
NME1-NME2	0.973090904707783
RPL36A	0.972748233165925
COX6B1	0.972634259596728
TRIM47	0.972220792911066
TRADD	0.972185153599743
PMVK	0.971860907882864
CIITA	0.971827349881572
KPTN	0.970670707427637
ROM1	0.970362399654578
COA4	0.970131162769742
CHTF8	0.969979577799932
RIIAD1	0.969966561604761
SNRPD2	0.969320024730832
COL6A1	0.969209402161022
EPHB6	0.969112013428242
RAB34	0.969036024406732
FBLN2	0.969028948109768
PDLIM2	0.968966371982503
RPS16	0.968683536325699
RPL34	0.968381741958575
MPND	0.967113322669796
TGFB1	0.966977819344039
DAD1	0.9667951323248
RGS10	0.966034134259814
FBH1	0.965877734025939
ECM1	0.965523570656509
RPL39	0.964985211705945
RAB32	0.964764435308829
TXNRD3	0.964432199835375
ICAM1	0.964413182291709
CSKMT	0.963961402325476
FCGRT	0.963569784514987
EIF2B4	0.963403764362888
CHKB	0.963379957544235
KLRB1	0.963369346734398
NRDC	0.963046254104232
CLEC3B	0.962829225813679
ARMC5	0.962116794651003
TLR9	0.961704182371368
TESPA1	0.961143612720209
